"","Race","Region","EDUC","Income","Gender","Income_cont"
"2898","Hispanic","South","Primary","20,000- 29,999","Male",25000
"2899","White","South","Masters","150,000 +","Female",2e+05
"2900","Hispanic","South","Associates","10,000-19,999","Female",10000
"2901","White","Midwest","Secondary","10,000-19,999","Female",10000
"2902","White","South","Bachelors","30,000-39,999","Female",35000
"2903","White","West","Secondary","150,000 +","Male",2e+05
"2904","White","Midwest","Secondary","20,000- 29,999","Male",25000
"2905","Other","South","Bachelors","60,000-74,999","Male",67500
"2906","Hispanic","West","Primary","40,000- 49,999","Female",45000
"2907","White","West","Primary","1-9,999","Female",5000
"2908","White","South","Bachelors","60,000-74,999","Male",67500
"2909","White","Midwest","Secondary","60,000-74,999","Female",67500
"2910","White","South","Secondary","40,000-59,999","Female",55000
"2911","Hispanic","South","Masters","100,000-149,999","Female",125000
"2912","White","South","Masters","100,000-149,999","Female",125000
"2913","White","Midwest","Secondary","30,000-39,999","Female",35000
"2914","White","South","Bachelors","40,000- 49,999","Female",45000
"2915","White","Midwest","Secondary","10,000-19,999","Female",10000
"2916","White","Midwest","Secondary","150,000 +","Male",2e+05
"2917","Black","West","Secondary","20,000- 29,999","Male",25000
"2918","White","Midwest","Primary","150,000 +","Female",2e+05
"2919",NA,"South",NA,NA,NA,NA
"2920","White","West","Masters","40,000-59,999","Female",55000
"2921","White","Midwest","Bachelors","100,000-149,999","Male",125000
"2922","Black","South","Secondary","10,000-19,999","Female",10000
"2923","Black","South","Associates","10,000-19,999","Male",10000
"2924","White","Midwest","Bachelors","60,000-74,999","Female",67500
"2925",NA,"West",NA,NA,NA,NA
"2926","Other","Midwest","Associates","10,000-19,999","Female",10000
"2927","Asian/Pacific Islander","Midwest","PhD","100,000-149,999","Female",125000
"2928","Other","South","Secondary","40,000-59,999","Male",55000
"2929","White","South","Bachelors","150,000 +","Female",2e+05
"2930","White","Midwest","Associates",NA,"Female",NA
"2931","Hispanic","South","Secondary","30,000-39,999","Female",35000
"2932","White","Midwest","Masters","100,000-149,999","Male",125000
"2933","White","South","Primary","75,000-99,999","Male",87500
"2934","Black","South","Secondary","30,000-39,999","Female",35000
"2935",NA,"Northeast",NA,NA,NA,NA
"2936","White","Northeast","Associates","100,000-149,999","Male",125000
"2937","Black","South","Bachelors","40,000- 49,999","Male",45000
"2938","Asian/Pacific Islander","Midwest","Secondary","1-9,999","Male",5000
"2939","Asian/Pacific Islander","Midwest","Bachelors","40,000-59,999","Female",55000
"2940","Hispanic","Midwest","Primary","10,000-19,999","Female",10000
"2941","White","West","Secondary","20,000- 29,999","Male",25000
"2942","Black","South","Associates","1-9,999","Female",5000
"2943","White","West","Secondary","10,000-19,999","Male",10000
"2944","White","West","Secondary","40,000-59,999","Male",55000
"2945","Asian/Pacific Islander","West","Secondary","100,000-149,999","Male",125000
"2946","White","Midwest","Associates","100,000-149,999","Female",125000
"2947","White","Midwest","Associates","40,000- 49,999","Female",45000
"2948","White","Midwest","Associates","20,000- 29,999","Female",25000
"2949",NA,"Northeast","Secondary","10,000-19,999","Male",10000
"2950","White","Midwest","Secondary","100,000-149,999","Male",125000
"2951","Hispanic","South","Secondary","60,000-74,999","Female",67500
"2952",NA,"Midwest",NA,NA,NA,NA
"2953","White","South","Masters","40,000-59,999","Female",55000
"2954","Hispanic","West","Primary",NA,"Female",NA
"2955","White","Midwest","Masters","100,000-149,999","Male",125000
"2956","White","Midwest","Bachelors",NA,"Male",NA
"2957","White","South","Bachelors","40,000- 49,999","Male",45000
"2958","White","Midwest","Bachelors","150,000 +","Male",2e+05
"2959","White","Midwest","Masters","60,000-74,999","Male",67500
"2960","White","Midwest","Secondary","75,000-99,999","Female",87500
"2961","Hispanic","South","Primary","60,000-74,999","Male",67500
"2962","Asian/Pacific Islander","South","Bachelors","150,000 +","Male",2e+05
"2963","White","Midwest","Primary","30,000-39,999","Female",35000
"2964","White","South","Secondary","75,000-99,999","Female",87500
"2965","Hispanic","Midwest","Secondary","20,000- 29,999","Female",25000
"2966",NA,"South",NA,NA,NA,NA
"2967","White","South","Secondary","60,000-74,999","Female",67500
"2968","Black","South","Secondary","1-9,999","Male",5000
"2969","Asian/Pacific Islander","West","Bachelors","60,000-74,999","Male",67500
"2970","White","West","Masters","60,000-74,999","Female",67500
"2971","Hispanic","West","Bachelors","100,000-149,999","Female",125000
"2972","Black","South","Associates","40,000- 49,999","Female",45000
"2973","Black","South","Bachelors",NA,"Male",NA
"2974","White","Midwest","Bachelors","60,000-74,999","Male",67500
"2975","Hispanic","South","Secondary","10,000-19,999","Female",10000
"2976","White","Midwest","Associates","40,000-59,999","Male",55000
"2977",NA,"Northeast",NA,NA,NA,NA
"2978","Black","South","Associates","30,000-39,999","Female",35000
"2979",NA,"Midwest",NA,NA,NA,NA
"2980","White","Midwest","Bachelors","100,000-149,999","Male",125000
"2981","Black","South","Secondary","30,000-39,999","Female",35000
"2982","White","South","Masters","150,000 +","Male",2e+05
"2983","Hispanic","West","Secondary","40,000-59,999","Female",55000
"2984","White","West","Bachelors","75,000-99,999","Male",87500
"2985","Hispanic","Midwest","Primary",NA,"Female",NA
"2986","Hispanic","West","Secondary","75,000-99,999","Male",87500
"2987","White","Northeast","Secondary","1-9,999","Female",5000
"2988","White","South","Associates","20,000- 29,999","Male",25000
"2989","Asian/Pacific Islander","West","Primary","1-9,999","Female",5000
"2990","White","Midwest","Associates","60,000-74,999","Male",67500
"2991","Black","Midwest","Associates","75,000-99,999","Male",87500
"2992","Hispanic","South","Bachelors","100,000-149,999","Female",125000
"2993","Black","Midwest","Associates","30,000-39,999","Male",35000
"2994","Black","South","Secondary","10,000-19,999","Male",10000
"2995","Hispanic","South","Secondary",NA,"Female",NA
"2996","White","South","Secondary","150,000 +","Male",2e+05
"2997","White","West","Associates","40,000- 49,999","Male",45000
"2998","White","Northeast","Associates","40,000-59,999","Male",55000
"2999","White","Midwest","Secondary","10,000-19,999","Male",10000
"3000","White","West","Secondary","60,000-74,999","Female",67500
"3001","Black","South","Associates","30,000-39,999","Female",35000
"3002","Black","Midwest","Secondary","40,000-59,999","Male",55000
"3003","White","Midwest","Primary","100,000-149,999","Male",125000
"3004","White","South","Secondary","40,000- 49,999","Male",45000
"3005","White","South","Associates","150,000 +","Female",2e+05
"3006","White","South","Primary","20,000- 29,999","Female",25000
"3007","White","South","Secondary","20,000- 29,999","Female",25000
"3008","White","South","Primary","20,000- 29,999","Female",25000
"3009","White","Midwest","Associates","60,000-74,999","Female",67500
"3010","White","Midwest","Masters","150,000 +","Female",2e+05
"3011",NA,"Midwest",NA,NA,NA,NA
"3012","White","West","Bachelors","60,000-74,999","Male",67500
"3013","Hispanic","Midwest","Primary",NA,"Male",NA
"3014","White","West","Secondary","10,000-19,999","Female",10000
"3015","White","West","Bachelors","40,000-59,999","Male",55000
"3016","White","Midwest","Secondary","30,000-39,999","Female",35000
"3017","Black","South","Primary","60,000-74,999","Male",67500
"3018","White","Midwest","Associates","100,000-149,999","Female",125000
"3019","White","West","Secondary","20,000- 29,999","Female",25000
"3020","Asian/Pacific Islander","Northeast","Primary",NA,"Female",NA
"3021","White","South","Bachelors","75,000-99,999","Female",87500
"3022","White","South","Bachelors","150,000 +","Female",2e+05
"3023","White","Midwest","Primary","20,000- 29,999","Male",25000
"3024","White","South","Associates","1-9,999","Male",5000
"3025","White","West","Associates","1-9,999","Male",5000
"3026","Black","South","Primary","1-9,999","Female",5000
"3027","White","South","Secondary",NA,"Male",NA
"3028","Black","South","Bachelors","10,000-19,999","Female",10000
"3029","White","Midwest","Secondary","75,000-99,999","Female",87500
"3030","White","South","Primary","40,000-59,999","Male",55000
"3031","White","Northeast","Bachelors","40,000- 49,999","Male",45000
"3032","White","Midwest","Masters","150,000 +","Female",2e+05
"3033","Hispanic","West","Primary","150,000 +","Male",2e+05
"3034","White","Midwest","Bachelors","75,000-99,999","Female",87500
"3035","White","Midwest","Secondary","75,000-99,999","Female",87500
"3036","White","South","Masters","75,000-99,999","Male",87500
"3037","White","Northeast","Associates","150,000 +","Male",2e+05
"3038","Asian/Pacific Islander","South","Bachelors","30,000-39,999","Male",35000
"3039","White","Midwest","Bachelors","40,000-59,999","Female",55000
"3040","White","Midwest","Bachelors","40,000-59,999","Male",55000
"3041","White","Midwest","Masters","150,000 +","Female",2e+05
"3042","Black","Northeast","Associates","40,000-59,999","Female",55000
"3043","Black","Northeast","Secondary","10,000-19,999","Female",10000
"3044","White","Midwest","Primary","40,000- 49,999","Male",45000
"3045","Black","Midwest","Secondary","10,000-19,999","Male",10000
"3046","White","South","Masters","150,000 +","Male",2e+05
"3047","White","Midwest","Bachelors","150,000 +","Female",2e+05
"3048","Black","Midwest","Secondary","30,000-39,999","Male",35000
"3049","White","South","Masters","0","Female",0
"3050","White","West","PhD","150,000 +","Male",2e+05
"3051","White","South","Secondary","1-9,999","Female",5000
"3052","White","Northeast","Associates","150,000 +","Male",2e+05
"3053","Black","South","Masters","75,000-99,999","Female",87500
"3054","Hispanic","West","Primary","20,000- 29,999","Female",25000
"3055","White","Northeast","Secondary","10,000-19,999","Female",10000
"3056","White","West","Primary","10,000-19,999","Male",10000
"3057","White","South","Associates","10,000-19,999","Male",10000
"3058","Asian/Pacific Islander","West","Associates","1-9,999","Female",5000
"3059","Hispanic","West","Secondary","60,000-74,999","Female",67500
"3060","Black","Midwest","Secondary","100,000-149,999","Male",125000
"3061","White","South","Associates","100,000-149,999","Male",125000
"3062","White","West","Secondary","20,000- 29,999","Male",25000
"3063","Other","South","Masters","10,000-19,999","Male",10000
"3064","White","Northeast","Secondary","75,000-99,999","Male",87500
"3065","Hispanic","Midwest","Secondary","30,000-39,999","Female",35000
"3066","White","Midwest","Secondary","75,000-99,999","Female",87500
"3067","White","South","Masters","150,000 +","Male",2e+05
"3068","Other","Midwest","Primary",NA,"Male",NA
"3069","White","South","Bachelors","150,000 +","Female",2e+05
"3070","White","Midwest","Secondary","40,000- 49,999","Male",45000
"3071","White","West","Primary","1-9,999","Female",5000
"3072","Black","Northeast","Associates","100,000-149,999","Female",125000
"3073","White","South","Secondary","150,000 +","Male",2e+05
"3074","White","Midwest","Secondary","40,000- 49,999","Male",45000
"3075","Hispanic","West","Bachelors","75,000-99,999","Female",87500
"3076","White","South","Secondary","10,000-19,999","Female",10000
"3077","White","Midwest","Secondary","100,000-149,999","Female",125000
"3078","White","Midwest","Associates","30,000-39,999","Male",35000
"3079","White","Midwest","Secondary","75,000-99,999","Male",87500
"3080","White","Midwest","Associates","100,000-149,999","Female",125000
"3081","White","Midwest","Secondary","1-9,999","Male",5000
"3082","Asian/Pacific Islander","Midwest","Associates","30,000-39,999","Female",35000
"3083","White","Midwest","Secondary","30,000-39,999","Male",35000
"3084","Hispanic","South","Masters","40,000-59,999","Female",55000
"3085","White","South","Secondary","20,000- 29,999","Male",25000
"3086","White","South","Masters","20,000- 29,999","Female",25000
"3087","White","Northeast","Secondary","30,000-39,999","Male",35000
"3088","Other","West","Bachelors","30,000-39,999","Male",35000
"3089","Asian/Pacific Islander","South","Secondary","1-9,999","Male",5000
"3090","White","Northeast","Bachelors","60,000-74,999","Female",67500
"3091","Hispanic","South","Secondary",NA,"Female",NA
"3092","Hispanic","South","Secondary","75,000-99,999","Female",87500
"3093","Asian/Pacific Islander","Midwest","PhD","60,000-74,999","Female",67500
"3094","White","South","Secondary","30,000-39,999","Female",35000
"3095","White","South","Primary","100,000-149,999","Male",125000
"3096","Asian/Pacific Islander","South","Bachelors","100,000-149,999","Female",125000
"3097","White","South","Secondary",NA,"Female",NA
"3098","Hispanic","West","Associates","40,000- 49,999","Female",45000
"3099","White","Midwest","Secondary","40,000-59,999","Female",55000
"3100","White","Northeast","Associates","60,000-74,999","Male",67500
"3101","White","South","Bachelors","40,000-59,999","Female",55000
"3102","White","Midwest","Secondary","10,000-19,999","Female",10000
"3103","Hispanic","Northeast","Masters","150,000 +","Female",2e+05
"3104","White","South","Bachelors","40,000- 49,999","Female",45000
"3105","Black","South","Bachelors","40,000-59,999","Male",55000
"3106","Black","South","Secondary","10,000-19,999","Male",10000
"3107","White","South","Secondary","1-9,999","Female",5000
"3108","White","South","Primary","20,000- 29,999","Female",25000
"3109","White","South","Secondary","10,000-19,999","Male",10000
"3110","White","Northeast","Masters","100,000-149,999","Male",125000
"3111","White","Midwest","Secondary","60,000-74,999","Female",67500
"3112","Black","South","Associates","60,000-74,999","Male",67500
"3113","Hispanic","Midwest","Secondary",NA,"Male",NA
"3114",NA,"South",NA,NA,NA,NA
"3115","White","Midwest","Secondary","60,000-74,999","Male",67500
"3116","Asian/Pacific Islander","Midwest","Bachelors","150,000 +","Female",2e+05
"3117","Black","South","Secondary","75,000-99,999","Female",87500
"3118","White","Midwest","Associates","40,000-59,999","Male",55000
"3119","White","Midwest","Associates","150,000 +","Female",2e+05
"3120","White","Midwest","Bachelors",NA,"Male",NA
"3121","White","South","Secondary","60,000-74,999","Female",67500
"3122","Asian/Pacific Islander","West","Associates","100,000-149,999","Female",125000
"3123","White","Midwest","Associates","60,000-74,999","Male",67500
"3124","White","West","Secondary","20,000- 29,999","Male",25000
"3125","White","South","Secondary","20,000- 29,999","Female",25000
"3126","White","West","Bachelors","75,000-99,999","Female",87500
"3127","White","South","Primary","1-9,999","Male",5000
"3128","White","Northeast","Associates","40,000- 49,999","Male",45000
"3129","White","South","Primary",NA,"Female",NA
"3130","White","South","Secondary","20,000- 29,999","Female",25000
"3131","White","South","Primary",NA,"Female",NA
"3132","White","Northeast","Secondary","100,000-149,999","Female",125000
"3133","White","Midwest","Secondary","40,000-59,999","Male",55000
"3134","White","Northeast","Masters",NA,"Male",NA
"3135","Hispanic","Northeast","Primary","75,000-99,999","Female",87500
"3136","White","West","Bachelors","75,000-99,999","Male",87500
"3137","Hispanic","South","Secondary","30,000-39,999","Female",35000
"3138","White","South","Secondary","10,000-19,999","Female",10000
"3139","Black","Northeast","Masters",NA,"Male",NA
"3140","Asian/Pacific Islander","South","Secondary","30,000-39,999","Male",35000
"3141","White","Midwest","Associates","10,000-19,999","Female",10000
"3142","Hispanic","Northeast","Masters","10,000-19,999","Female",10000
"3143","Black","South","Secondary","20,000- 29,999","Female",25000
"3144",NA,"South",NA,NA,NA,NA
"3145","White","South","Bachelors","40,000- 49,999","Female",45000
"3146","White","South","Masters","75,000-99,999","Male",87500
"3147","White","South","Masters","100,000-149,999","Male",125000
"3148","White","Northeast","Masters","100,000-149,999","Female",125000
"3149","White","South","Bachelors","75,000-99,999","Female",87500
"3150","Black","South","Masters","60,000-74,999","Female",67500
"3151","Black","Northeast","Associates",NA,"Male",NA
"3152","Other","West","Secondary","30,000-39,999","Male",35000
"3153","White","Midwest","Associates",NA,"Male",NA
"3154","White","West","Secondary","60,000-74,999","Female",67500
"3155","White","South","Secondary","10,000-19,999","Male",10000
"3156","White","South","Bachelors","60,000-74,999","Male",67500
"3157","Black","South","Secondary","40,000- 49,999","Male",45000
"3158","White","Midwest","Primary","10,000-19,999","Female",10000
"3159","White","South","Bachelors","100,000-149,999","Female",125000
"3160","White","Midwest","Secondary","10,000-19,999","Male",10000
"3161",NA,"West",NA,NA,NA,NA
"3162","White","South","Bachelors","1-9,999","Male",5000
"3163","White","South","Secondary","30,000-39,999","Female",35000
"3164",NA,"West",NA,NA,NA,NA
"3165","White","Midwest","Bachelors","60,000-74,999","Male",67500
"3166","White","Midwest","Associates","20,000- 29,999","Female",25000
"3167","Black","South","Associates","30,000-39,999","Female",35000
"3168","White","South","Associates","1-9,999","Female",5000
"3169","White","West","Masters","100,000-149,999","Female",125000
"3170","White","Northeast","Secondary","40,000- 49,999","Female",45000
"3171","White","Northeast","Primary",NA,"Male",NA
"3172","Other","Midwest","Secondary","100,000-149,999","Female",125000
"3173","White","West","Bachelors","30,000-39,999","Female",35000
"3174","Black","South","Secondary","10,000-19,999","Male",10000
"3175","Black","South","Primary","40,000-59,999","Male",55000
"3176",NA,"South",NA,NA,NA,NA
"3177","White","Midwest","Secondary","40,000-59,999","Female",55000
"3178","White","Midwest","Bachelors","75,000-99,999","Male",87500
"3179","White","South","Bachelors","40,000-59,999","Female",55000
"3180","White","South","Bachelors","100,000-149,999","Male",125000
"3181","White","South","Secondary","60,000-74,999","Female",67500
"3182","Black","South","Secondary","1-9,999","Female",5000
"3183","White","Northeast","Secondary","40,000-59,999","Female",55000
"3184","White","South","Bachelors","60,000-74,999","Male",67500
"3185","White","Midwest","Associates","100,000-149,999","Female",125000
"3186","Asian/Pacific Islander","West","Masters","60,000-74,999","Female",67500
"3187","White","Midwest","Secondary",NA,"Male",NA
"3188","White","South","Associates",NA,"Female",NA
"3189","White","West","Bachelors","150,000 +","Male",2e+05
"3190","Other","South","Secondary","60,000-74,999","Male",67500
"3191","White","South","Associates","60,000-74,999","Female",67500
"3192","White","South","Associates","150,000 +","Female",2e+05
"3193","White","Midwest","Bachelors","40,000-59,999","Male",55000
"3194","Black","South","Secondary","60,000-74,999","Male",67500
"3195","Black","Midwest","Bachelors","75,000-99,999","Female",87500
"3196","White","Midwest","Secondary","30,000-39,999","Male",35000
"3197","Hispanic","Midwest","Primary",NA,"Male",NA
"3198","White","Midwest","Masters","30,000-39,999","Female",35000
"3199","Hispanic","West","Primary","40,000-59,999","Female",55000
"3200","White","Northeast","Associates","150,000 +","Male",2e+05
"3201","Black","Midwest","Associates","1-9,999","Male",5000
"3202","Other","West","Primary","10,000-19,999","Male",10000
"3203","Black","West","Secondary","1-9,999","Female",5000
"3204","Black","South","Associates","150,000 +","Male",2e+05
"3205","White","West","Associates","75,000-99,999","Female",87500
"3206","Black","Midwest","Secondary","30,000-39,999","Male",35000
"3207","Hispanic","South","Secondary","40,000-59,999","Male",55000
"3208","White","Midwest","Bachelors","100,000-149,999","Female",125000
"3209","White","South","Secondary","30,000-39,999","Female",35000
"3210","White","South","Bachelors","40,000-59,999","Female",55000
"3211","White","South","Secondary","30,000-39,999","Female",35000
"3212","White","South","Secondary","1-9,999","Female",5000
"3213","Black","South","Secondary","20,000- 29,999","Female",25000
"3214","White","Midwest","Secondary","75,000-99,999","Female",87500
"3215","Hispanic","Midwest","Secondary","10,000-19,999","Female",10000
"3216","Asian/Pacific Islander","Northeast","Bachelors","30,000-39,999","Female",35000
"3217","White","South","Secondary","150,000 +","Female",2e+05
"3218","White","South","Primary","10,000-19,999","Male",10000
"3219","Black","West","Primary","40,000-59,999","Male",55000
"3220","Other","West","Associates","75,000-99,999","Female",87500
"3221","White","West","Secondary","40,000-59,999","Male",55000
"3222","White","South","Bachelors","150,000 +","Male",2e+05
"3223","White","Northeast","Bachelors","75,000-99,999","Female",87500
"3224",NA,"West",NA,NA,NA,NA
"3225","White","Midwest","Secondary","60,000-74,999","Male",67500
"3226","White","South","Secondary","40,000-59,999","Female",55000
"3227",NA,"Northeast",NA,NA,NA,NA
"3228","White","Northeast","Secondary","30,000-39,999","Female",35000
"3229","White","Midwest","Secondary","40,000-59,999","Female",55000
"3230","White","Midwest","Secondary","40,000-59,999","Male",55000
"3231","White","West","Bachelors","60,000-74,999","Female",67500
"3232","Hispanic","South","Associates",NA,"Female",NA
"3233","Black","Midwest","Primary","10,000-19,999","Female",10000
"3234","White","Midwest","Associates","75,000-99,999","Female",87500
"3235",NA,"Midwest",NA,NA,NA,NA
"3236",NA,"Northeast","Bachelors",NA,"Male",NA
"3237","White","South","Secondary","60,000-74,999","Male",67500
"3238","Other","South","Associates","40,000-59,999","Male",55000
"3239","White","South","Secondary","150,000 +","Male",2e+05
"3240","Hispanic","Northeast","Primary","1-9,999","Male",5000
"3241","Hispanic","Northeast","Bachelors","40,000-59,999","Female",55000
"3242","White","Midwest","Associates","75,000-99,999","Female",87500
"3243","White","Northeast","Bachelors","75,000-99,999","Male",87500
"3244","Black","South","Primary","20,000- 29,999","Female",25000
"3245","White","Midwest","Secondary",NA,"Female",NA
"3246","Black","Midwest","Secondary","10,000-19,999","Male",10000
"3247","White","Northeast","Secondary","10,000-19,999","Male",10000
"3248","White","Midwest","Secondary","40,000- 49,999","Female",45000
"3249","White","South","Secondary","150,000 +","Female",2e+05
"3250","Hispanic","South","Secondary","10,000-19,999","Male",10000
"3251","White","West","Secondary","150,000 +","Male",2e+05
"3252","White","South","Secondary","30,000-39,999","Female",35000
"3253","White","Midwest","Bachelors","150,000 +","Male",2e+05
"3254","White","West","Secondary","100,000-149,999","Male",125000
"3255","White","South","Secondary",NA,"Male",NA
"3256","White","South","Primary","10,000-19,999","Male",10000
"3257","White","South","Masters","150,000 +","Male",2e+05
"3258","Other","West","Associates","150,000 +","Male",2e+05
"3259","White","West","Bachelors","100,000-149,999","Female",125000
"3260","White","Northeast","Bachelors","60,000-74,999","Female",67500
"3261","White","Midwest","Bachelors","100,000-149,999","Male",125000
"3262","Black","South","Primary","1-9,999","Female",5000
"3263","Black","West","Secondary","20,000- 29,999","Female",25000
"3264","Hispanic","West","Secondary","20,000- 29,999","Female",25000
"3265","White","South","Secondary","30,000-39,999","Male",35000
"3266","White","Midwest","Secondary","60,000-74,999","Female",67500
"3267","White","Northeast","Masters","60,000-74,999","Female",67500
"3268","White","Midwest","Secondary","75,000-99,999","Female",87500
"3269","White","South","Secondary",NA,"Male",NA
"3270","White","Midwest","Masters","100,000-149,999","Male",125000
"3271","White","South","Bachelors","75,000-99,999","Male",87500
"3272","White","South","Masters","150,000 +","Female",2e+05
"3273","Asian/Pacific Islander","South","Masters","10,000-19,999","Male",10000
"3274","Other","South","Bachelors","100,000-149,999","Female",125000
"3275","Hispanic","Midwest","Secondary","10,000-19,999","Male",10000
"3276","White","Midwest","Primary","20,000- 29,999","Male",25000
"3277","Hispanic","South","Secondary","100,000-149,999","Male",125000
"3278",NA,"South",NA,NA,NA,NA
"3279","White","South","Primary","100,000-149,999","Female",125000
"3280","White","Midwest","Associates","60,000-74,999","Male",67500
"3281","White","Midwest","Secondary","20,000- 29,999","Female",25000
"3282","Asian/Pacific Islander","West","Primary","150,000 +","Female",2e+05
"3283","White","Northeast","Associates","150,000 +","Female",2e+05
"3284",NA,"Midwest",NA,NA,NA,NA
"3285","White","Midwest","Secondary","20,000- 29,999","Female",25000
"3286","White","South","Secondary",NA,"Male",NA
"3287","White","South","Bachelors","100,000-149,999","Female",125000
"3288","Black","South","Secondary","40,000-59,999","Female",55000
"3289","White","South","Masters","150,000 +","Female",2e+05
"3290","Hispanic","West","Associates","100,000-149,999","Male",125000
"3291","Black","South","Secondary","1-9,999","Male",5000
"3292","Asian/Pacific Islander","South","Bachelors","30,000-39,999","Male",35000
"3293","White","Midwest","Secondary","60,000-74,999","Female",67500
"3294","White","South","Associates","60,000-74,999","Male",67500
"3295","Asian/Pacific Islander","West","Bachelors","75,000-99,999","Male",87500
"3296","Hispanic","South","Secondary",NA,"Female",NA
"3297","Black","South","Primary","0","Female",0
"3298","White","Northeast","PhD","60,000-74,999","Female",67500
"3299","White","Northeast","Masters","20,000- 29,999","Male",25000
"3300","Other","West","Secondary","40,000- 49,999","Female",45000
"3301","White","South","Masters","60,000-74,999","Female",67500
"3302","White","South","Bachelors","10,000-19,999","Male",10000
"3303","Hispanic","Midwest","Primary","1-9,999","Female",5000
"3304","Other","South","Secondary","60,000-74,999","Female",67500
"3305","White","South","Bachelors","100,000-149,999","Male",125000
"3306","White","South","Bachelors","30,000-39,999","Male",35000
"3307","White","West","Masters","150,000 +","Male",2e+05
"3308","Black","South","Secondary","150,000 +","Male",2e+05
"3309","Hispanic","West","Associates","40,000-59,999","Male",55000
"3310","White","South","Primary","100,000-149,999","Male",125000
"3311","Hispanic","South","Associates","10,000-19,999","Female",10000
"3312","Black","South","Masters","40,000- 49,999","Female",45000
"3313","Black","Midwest","Secondary","100,000-149,999","Male",125000
"3314","White","Midwest","Associates","150,000 +","Female",2e+05
"3315","White","South","Bachelors","100,000-149,999","Female",125000
"3316","Hispanic","West","Secondary","40,000-59,999","Male",55000
"3317","Black","South","Primary","10,000-19,999","Male",10000
"3318","White","South","Masters","100,000-149,999","Male",125000
"3319","Black","South","Associates","20,000- 29,999","Male",25000
"3320","White","West","Secondary","40,000-59,999","Male",55000
"3321","White","Midwest","Masters","150,000 +","Female",2e+05
"3322","White","Midwest","Secondary","75,000-99,999","Female",87500
"3323","White","Northeast","Masters","100,000-149,999","Male",125000
"3324","White","South","Masters","150,000 +","Female",2e+05
"3325","White","Midwest","Secondary","30,000-39,999","Female",35000
"3326","White","Midwest","Secondary","100,000-149,999","Female",125000
"3327","White","Northeast","Secondary","60,000-74,999","Male",67500
"3328","Hispanic","West","Primary",NA,"Female",NA
"3329","White","South","Bachelors",NA,"Female",NA
"3330","Hispanic","South","Secondary","0","Male",0
"3331","Hispanic","South","Secondary","75,000-99,999","Female",87500
"3332","White","Midwest","Secondary","100,000-149,999","Female",125000
"3333","White","South","Primary","60,000-74,999","Male",67500
"3334","Hispanic","Midwest","Masters","60,000-74,999","Female",67500
"3335","White","Midwest","Associates","30,000-39,999","Male",35000
"3336","White","South","Secondary","20,000- 29,999","Female",25000
"3337","Hispanic","South","Associates","10,000-19,999","Male",10000
"3338","White","Midwest","Secondary","60,000-74,999","Female",67500
"3339","Black","Northeast","Secondary",NA,"Female",NA
"3340","White","Midwest","Secondary","10,000-19,999","Female",10000
"3341","White","West","Secondary","60,000-74,999","Female",67500
"3342","Asian/Pacific Islander","West","Bachelors","150,000 +","Male",2e+05
"3343","White","South","Associates","40,000-59,999","Male",55000
"3344","White","Midwest","Secondary","40,000- 49,999","Male",45000
"3345","Other","West","Bachelors","100,000-149,999","Female",125000
"3346","White","Midwest","Secondary","100,000-149,999","Male",125000
"3347","White","South","Associates","1-9,999","Male",5000
"3348","White","Northeast","Associates","75,000-99,999","Female",87500
"3349","Hispanic","South","Bachelors","20,000- 29,999","Female",25000
"3350","White","South","Bachelors","100,000-149,999","Female",125000
"3351","Hispanic","South","Primary","10,000-19,999","Female",10000
"3352","White","South","Primary","20,000- 29,999","Male",25000
"3353","White","South","Primary","20,000- 29,999","Male",25000
"3354","White","South","Bachelors","75,000-99,999","Female",87500
"3355","Hispanic","Northeast","Associates","30,000-39,999","Female",35000
"3356","White","Midwest","Associates","100,000-149,999","Male",125000
"3357","Black","South","Primary","1-9,999","Male",5000
"3358","Hispanic","South","Secondary","150,000 +","Male",2e+05
"3359","White","South","Bachelors","40,000- 49,999","Male",45000
"3360","Black","Northeast","Secondary","1-9,999","Female",5000
"3361","White","Midwest","Bachelors","100,000-149,999","Male",125000
"3362","White","Northeast","Associates","30,000-39,999","Male",35000
"3363","White","Midwest","Masters","100,000-149,999","Male",125000
"3364","White","West","Associates","40,000-59,999","Female",55000
"3365","White","Midwest","Secondary","60,000-74,999","Female",67500
"3366","White","Northeast","Associates","60,000-74,999","Male",67500
"3367","Asian/Pacific Islander","South","Secondary","40,000-59,999","Female",55000
"3368","Asian/Pacific Islander","West","Bachelors","75,000-99,999","Male",87500
"3369","White","South","Secondary","150,000 +","Male",2e+05
"3370","White","South","Masters","30,000-39,999","Female",35000
"3371","White","South","Secondary","40,000- 49,999","Male",45000
"3372","White","Midwest","Bachelors","150,000 +","Female",2e+05
"3373","White","South","Secondary","20,000- 29,999","Male",25000
"3374","White","Midwest","Bachelors","60,000-74,999","Female",67500
"3375","White","Midwest","Associates",NA,"Female",NA
"3376","White","Northeast","Secondary","40,000- 49,999","Female",45000
"3377","White","West","Masters","100,000-149,999","Female",125000
"3378","White","Midwest","Masters","150,000 +","Male",2e+05
"3379","White","South","Associates","60,000-74,999","Male",67500
"3380","White","South","Secondary","20,000- 29,999","Male",25000
"3381","White","Midwest","Secondary","40,000-59,999","Male",55000
"3382","White","West","Secondary","30,000-39,999","Female",35000
"3383","Black","South","Primary","20,000- 29,999","Male",25000
