"","Race","Region","EDUC","Gender","Income","Income_cont"
"2739","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"2740","White","South","Professional","Female","75,000-99,999","87500"
"2741","Black","South","Secondary","Female","40,000-59,999","55000"
"2742","White","Midwest","Secondary","Male","75,000-99,999","87500"
"2743","White","West","Secondary","Female",NA,NA
"2744","White","Northeast","Masters","Male","60,000-74,999","67500"
"2745","Black","South","Secondary","Female","1-9,999","5000"
"2746","Hispanic","Midwest","Primary","Male","60,000-74,999","67500"
"2747","White","South","Secondary","Male","60,000-74,999","67500"
"2748","Hispanic","South","Primary","Male","20,000- 29,999","25000"
"2749","White","South","Masters","Female","150,000 +","200000"
"2750","Hispanic","South","Professional","Female","10,000-19,999","10000"
"2751","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2752","White","South","Bachelors","Female","30,000-39,999","35000"
"2753","White","West","Secondary","Male","150,000 +","200000"
"2754","White","Midwest","Secondary","Male","20,000- 29,999","25000"
"2755","Other","South","Bachelors","Male","60,000-74,999","67500"
"2756","Hispanic","West","Primary","Female","40,000- 49,999","45000"
"2757","White","West","Primary","Female","1-9,999","5000"
"2758","White","South","Bachelors","Male","60,000-74,999","67500"
"2759","White","Midwest","Secondary","Female","60,000-74,999","67500"
"2760","White","South","Secondary","Female","40,000-59,999","55000"
"2761","Hispanic","South","Masters","Female","100,000-149,999","125000"
"2762","White","South","Masters","Female","100,000-149,999","125000"
"2763","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2764","White","South","Bachelors","Female","40,000- 49,999","45000"
"2765","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2766","White","Midwest","Secondary","Male","150,000 +","200000"
"2767","Black","West","Secondary","Male","20,000- 29,999","25000"
"2768","White","Midwest","Primary","Female","150,000 +","200000"
"2769","White","West","Masters","Female","40,000-59,999","55000"
"2770","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2771","Black","South","Secondary","Female","10,000-19,999","10000"
"2772","Black","South","Professional","Male","10,000-19,999","10000"
"2773","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"2774","Other","Midwest","Professional","Female","10,000-19,999","10000"
"2775","Asian/Pacific Islander","Midwest","Professional","Female","100,000-149,999","125000"
"2776","Other","South","Secondary","Male","40,000-59,999","55000"
"2777","White","South","Bachelors","Female","150,000 +","200000"
"2778","White","Midwest","Professional","Female",NA,NA
"2779","Hispanic","South","Secondary","Female","30,000-39,999","35000"
"2780","White","Midwest","Masters","Male","100,000-149,999","125000"
"2781","White","South","Primary","Male","75,000-99,999","87500"
"2782","Black","South","Secondary","Female","30,000-39,999","35000"
"2783","White","Northeast","Secondary","Male","100,000-149,999","125000"
"2784","Black","South","Bachelors","Male","40,000- 49,999","45000"
"2785","Asian/Pacific Islander","Midwest","Secondary","Male","1-9,999","5000"
"2786","Asian/Pacific Islander","Midwest","Bachelors","Female","40,000-59,999","55000"
"2787","Hispanic","Midwest","Primary","Female","10,000-19,999","10000"
"2788","White","West","Secondary","Male","20,000- 29,999","25000"
"2789","Black","South","Secondary","Female","1-9,999","5000"
"2790","White","West","Secondary","Male","10,000-19,999","10000"
"2791","White","West","Secondary","Male","40,000-59,999","55000"
"2792","Asian/Pacific Islander","West","Secondary","Male","100,000-149,999","125000"
"2793","White","Midwest","Professional","Female","100,000-149,999","125000"
"2794","White","Midwest","Professional","Female","40,000- 49,999","45000"
"2795","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"2796",NA,"Northeast","Secondary","Male","10,000-19,999","10000"
"2797","White","Midwest","Secondary","Male","100,000-149,999","125000"
"2798","Hispanic","South","Secondary","Female","60,000-74,999","67500"
"2799","White","South","Masters","Female","40,000-59,999","55000"
"2800","Hispanic","West","Primary","Female",NA,NA
"2801","White","Midwest","Masters","Male","100,000-149,999","125000"
"2802","White","Midwest","Bachelors","Male",NA,NA
"2803","White","South","Bachelors","Male","40,000- 49,999","45000"
"2804","White","Midwest","Bachelors","Male","150,000 +","200000"
"2805","White","Midwest","Masters","Male","60,000-74,999","67500"
"2806","White","Midwest","Secondary","Female","75,000-99,999","87500"
"2807","Hispanic","South","Primary","Male","60,000-74,999","67500"
"2808","Asian/Pacific Islander","South","Bachelors","Male","150,000 +","200000"
"2809","White","Midwest","Primary","Female","30,000-39,999","35000"
"2810","White","South","Secondary","Female","75,000-99,999","87500"
"2811","Hispanic","Midwest","Secondary","Female","20,000- 29,999","25000"
"2812","White","South","Secondary","Female","60,000-74,999","67500"
"2813","Black","South","Secondary","Male","1-9,999","5000"
"2814","Asian/Pacific Islander","West","Bachelors","Male","60,000-74,999","67500"
"2815","White","West","Masters","Female","60,000-74,999","67500"
"2816","Hispanic","West","Bachelors","Female","100,000-149,999","125000"
"2817","Black","South","Professional","Female","40,000- 49,999","45000"
"2818","Black","South","Bachelors","Male",NA,NA
"2819","White","Midwest","Bachelors","Male","60,000-74,999","67500"
"2820","Hispanic","South","Secondary","Female","10,000-19,999","10000"
"2821","White","Midwest","Professional","Male","40,000-59,999","55000"
"2822","Black","South","Professional","Female","30,000-39,999","35000"
"2823","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"2824","Black","South","Secondary","Female","30,000-39,999","35000"
"2825","White","South","Masters","Male","150,000 +","200000"
"2826","Hispanic","West","Secondary","Female","40,000-59,999","55000"
"2827","White","West","Bachelors","Male","75,000-99,999","87500"
"2828","Hispanic","Midwest","Primary","Female",NA,NA
"2829","Hispanic","West","Secondary","Male","75,000-99,999","87500"
"2830","White","Northeast","Secondary","Female","1-9,999","5000"
"2831","White","South","Secondary","Male","20,000- 29,999","25000"
"2832","Asian/Pacific Islander","West","Primary","Female","1-9,999","5000"
"2833","White","Midwest","Secondary","Male","60,000-74,999","67500"
"2834","Black","Midwest","Professional","Male","75,000-99,999","87500"
"2835","Hispanic","South","Bachelors","Female","100,000-149,999","125000"
"2836","Black","Midwest","Professional","Male","30,000-39,999","35000"
"2837","Black","South","Secondary","Male","10,000-19,999","10000"
"2838","Hispanic","South","Secondary","Female",NA,NA
"2839","White","South","Secondary","Male","150,000 +","200000"
"2840","White","West","Professional","Male","40,000- 49,999","45000"
"2841","White","Northeast","Professional","Male","40,000-59,999","55000"
"2842","White","Midwest","Secondary","Male","10,000-19,999","10000"
"2843","White","West","Secondary","Female","60,000-74,999","67500"
"2844","Black","South","Professional","Female","30,000-39,999","35000"
"2845","Black","Midwest","Secondary","Male","40,000-59,999","55000"
"2846","White","Midwest","Primary","Male","100,000-149,999","125000"
"2847","White","South","Secondary","Male","40,000- 49,999","45000"
"2848","White","South","Secondary","Female","150,000 +","200000"
"2849","White","South","Primary","Female","20,000- 29,999","25000"
"2850","White","South","Secondary","Female","20,000- 29,999","25000"
"2851","White","South","Primary","Female","20,000- 29,999","25000"
"2852","White","Midwest","Professional","Female","60,000-74,999","67500"
"2853","White","Midwest","Masters","Female","150,000 +","200000"
"2854","White","West","Bachelors","Male","60,000-74,999","67500"
"2855","Hispanic","Midwest","Primary","Male",NA,NA
"2856","White","West","Secondary","Female","10,000-19,999","10000"
"2857","White","West","Bachelors","Male","40,000-59,999","55000"
"2858","White","Midwest","Secondary","Female","30,000-39,999","35000"
"2859","Black","South","Primary","Male","60,000-74,999","67500"
"2860","White","Midwest","Professional","Female","100,000-149,999","125000"
"2861","White","West","Secondary","Female","20,000- 29,999","25000"
"2862","Asian/Pacific Islander","Northeast","Primary","Female",NA,NA
"2863","White","South","Bachelors","Female","75,000-99,999","87500"
"2864","White","South","Bachelors","Female","150,000 +","200000"
"2865","White","Midwest","Primary","Male","20,000- 29,999","25000"
"2866","White","South","Professional","Male","1-9,999","5000"
"2867","White","West","Secondary","Male","1-9,999","5000"
"2868","Black","South","Primary","Female","1-9,999","5000"
"2869","White","South","Secondary","Male",NA,NA
"2870","Black","South","Bachelors","Female","10,000-19,999","10000"
"2871","White","Midwest","Secondary","Female","75,000-99,999","87500"
"2872","White","South","Primary","Male","40,000-59,999","55000"
"2873","White","Northeast","Bachelors","Male","40,000- 49,999","45000"
"2874","White","Midwest","Masters","Female","150,000 +","200000"
"2875","Hispanic","West","Primary","Male","150,000 +","200000"
"2876","White","Midwest","Bachelors","Female","75,000-99,999","87500"
"2877","White","Midwest","Secondary","Female","75,000-99,999","87500"
"2878","White","South","Masters","Male","75,000-99,999","87500"
"2879","White","Northeast","Secondary","Male","150,000 +","200000"
"2880","Asian/Pacific Islander","South","Bachelors","Male","30,000-39,999","35000"
"2881","White","Midwest","Bachelors","Female","40,000-59,999","55000"
"2882","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"2883","White","Midwest","Masters","Female","150,000 +","200000"
"2884","Black","Northeast","Professional","Female","40,000-59,999","55000"
"2885","Black","Northeast","Secondary","Female","10,000-19,999","10000"
"2886","White","Midwest","Primary","Male","40,000- 49,999","45000"
"2887","Black","Midwest","Secondary","Male","10,000-19,999","10000"
"2888","White","South","Masters","Male","150,000 +","200000"
"2889","White","Midwest","Bachelors","Female","150,000 +","200000"
"2890","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"2891","White","South","Masters","Female","0","0"
"2892","White","West","Professional","Male","150,000 +","200000"
"2893","White","South","Secondary","Female","1-9,999","5000"
"2894","White","Northeast","Secondary","Male","150,000 +","200000"
"2895","Black","South","Masters","Female","75,000-99,999","87500"
"2896","Hispanic","West","Primary","Female","20,000- 29,999","25000"
"2897","White","Northeast","Secondary","Female","10,000-19,999","10000"
"2898","White","West","Primary","Male","10,000-19,999","10000"
"2899","White","South","Secondary","Male","10,000-19,999","10000"
"2900","Asian/Pacific Islander","West","Professional","Female","1-9,999","5000"
"2901","Hispanic","West","Secondary","Female","60,000-74,999","67500"
"2902","Black","Midwest","Secondary","Male","100,000-149,999","125000"
"2903","White","South","Professional","Male","100,000-149,999","125000"
"2904","White","West","Secondary","Male","20,000- 29,999","25000"
"2905","Other","South","Masters","Male","10,000-19,999","10000"
"2906","White","Northeast","Secondary","Male","75,000-99,999","87500"
"2907","Hispanic","Midwest","Secondary","Female","30,000-39,999","35000"
"2908","White","Midwest","Secondary","Female","75,000-99,999","87500"
"2909","White","South","Masters","Male","150,000 +","200000"
"2910","Other","Midwest","Primary","Male",NA,NA
"2911","White","South","Bachelors","Female","150,000 +","200000"
"2912","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"2913","White","West","Primary","Female","1-9,999","5000"
"2914","Black","Northeast","Secondary","Female","100,000-149,999","125000"
"2915","White","South","Secondary","Male","150,000 +","200000"
"2916","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"2917","Hispanic","West","Bachelors","Female","75,000-99,999","87500"
"2918","White","South","Secondary","Female","10,000-19,999","10000"
"2919","White","Midwest","Secondary","Female","100,000-149,999","125000"
"2920","White","Midwest","Professional","Male","30,000-39,999","35000"
"2921","White","Midwest","Secondary","Male","75,000-99,999","87500"
"2922","White","Midwest","Professional","Female","100,000-149,999","125000"
"2923","White","Midwest","Secondary","Male","1-9,999","5000"
"2924","Asian/Pacific Islander","Midwest","Professional","Female","30,000-39,999","35000"
"2925","White","Midwest","Secondary","Male","30,000-39,999","35000"
"2926","Hispanic","South","Masters","Female","40,000-59,999","55000"
"2927","White","South","Secondary","Male","20,000- 29,999","25000"
"2928","White","South","Masters","Female","20,000- 29,999","25000"
"2929","White","Northeast","Secondary","Male","30,000-39,999","35000"
"2930","Other","West","Bachelors","Male","30,000-39,999","35000"
"2931","Asian/Pacific Islander","South","Secondary","Male","1-9,999","5000"
"2932","White","Northeast","Bachelors","Female","60,000-74,999","67500"
"2933","Hispanic","South","Secondary","Female",NA,NA
"2934","Hispanic","South","Secondary","Female","75,000-99,999","87500"
"2935","Asian/Pacific Islander","Midwest","Professional","Female","60,000-74,999","67500"
"2936","White","South","Secondary","Female","30,000-39,999","35000"
"2937","White","South","Primary","Male","100,000-149,999","125000"
"2938","Asian/Pacific Islander","South","Bachelors","Female","100,000-149,999","125000"
"2939","White","South","Secondary","Female",NA,NA
"2940","Hispanic","West","Professional","Female","40,000- 49,999","45000"
"2941","White","Midwest","Secondary","Female","40,000-59,999","55000"
"2942","White","Northeast","Professional","Male","60,000-74,999","67500"
"2943","White","South","Bachelors","Female","40,000-59,999","55000"
"2944","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2945","Hispanic","Northeast","Masters","Female","150,000 +","200000"
"2946","White","South","Bachelors","Female","40,000- 49,999","45000"
"2947","Black","South","Bachelors","Male","40,000-59,999","55000"
"2948","Black","South","Secondary","Male","10,000-19,999","10000"
"2949","White","South","Secondary","Female","1-9,999","5000"
"2950","White","South","Primary","Female","20,000- 29,999","25000"
"2951","White","South","Secondary","Male","10,000-19,999","10000"
"2952","White","Northeast","Masters","Male","100,000-149,999","125000"
"2953","White","Midwest","Secondary","Female","60,000-74,999","67500"
"2954","Black","South","Professional","Male","60,000-74,999","67500"
"2955","Hispanic","Midwest","Secondary","Male",NA,NA
"2956","White","Midwest","Secondary","Male","60,000-74,999","67500"
"2957","Asian/Pacific Islander","Midwest","Bachelors","Female","150,000 +","200000"
"2958","Black","South","Secondary","Female","75,000-99,999","87500"
"2959","White","Midwest","Professional","Male","40,000-59,999","55000"
"2960","White","Midwest","Professional","Female","150,000 +","200000"
"2961","White","Midwest","Bachelors","Male",NA,NA
"2962","White","South","Secondary","Female","60,000-74,999","67500"
"2963","Asian/Pacific Islander","West","Professional","Female","100,000-149,999","125000"
"2964","White","Midwest","Professional","Male","60,000-74,999","67500"
"2965","White","West","Secondary","Male","20,000- 29,999","25000"
"2966","White","South","Secondary","Female","20,000- 29,999","25000"
"2967","White","West","Bachelors","Female","75,000-99,999","87500"
"2968","White","South","Primary","Male","1-9,999","5000"
"2969","White","Northeast","Secondary","Male","40,000- 49,999","45000"
"2970","White","South","Primary","Female",NA,NA
"2971","White","South","Secondary","Female","20,000- 29,999","25000"
"2972","White","South","Primary","Female",NA,NA
"2973","White","Northeast","Secondary","Female","100,000-149,999","125000"
"2974","White","Midwest","Secondary","Male","40,000-59,999","55000"
"2975","White","Northeast","Masters","Male",NA,NA
"2976","Hispanic","Northeast","Primary","Female","75,000-99,999","87500"
"2977","White","West","Bachelors","Male","75,000-99,999","87500"
"2978","Hispanic","South","Secondary","Female","30,000-39,999","35000"
"2979","White","South","Secondary","Female","10,000-19,999","10000"
"2980","Black","Northeast","Masters","Male",NA,NA
"2981","Asian/Pacific Islander","South","Secondary","Male","30,000-39,999","35000"
"2982","White","Midwest","Secondary","Female","10,000-19,999","10000"
"2983","Hispanic","Northeast","Masters","Female","10,000-19,999","10000"
"2984","Black","South","Secondary","Female","20,000- 29,999","25000"
"2985","White","South","Bachelors","Female","40,000- 49,999","45000"
"2986","White","South","Masters","Male","75,000-99,999","87500"
"2987","White","South","Masters","Male","100,000-149,999","125000"
"2988","White","Northeast","Masters","Female","100,000-149,999","125000"
"2989","White","South","Bachelors","Female","75,000-99,999","87500"
"2990","Black","South","Masters","Female","60,000-74,999","67500"
"2991","Black","Northeast","Secondary","Male",NA,NA
"2992","Other","West","Secondary","Male","30,000-39,999","35000"
"2993","White","Midwest","Secondary","Male",NA,NA
"2994","White","West","Secondary","Female","60,000-74,999","67500"
"2995","White","South","Secondary","Male","10,000-19,999","10000"
"2996","White","South","Bachelors","Male","60,000-74,999","67500"
"2997","Black","South","Secondary","Male","40,000- 49,999","45000"
"2998","White","Midwest","Primary","Female","10,000-19,999","10000"
"2999","White","South","Bachelors","Female","100,000-149,999","125000"
"3000","White","Midwest","Secondary","Male","10,000-19,999","10000"
"3001","White","South","Bachelors","Male","1-9,999","5000"
"3002","White","South","Secondary","Female","30,000-39,999","35000"
"3003","White","Midwest","Bachelors","Male","60,000-74,999","67500"
"3004","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3005","Black","South","Secondary","Female","30,000-39,999","35000"
"3006","White","South","Secondary","Female","1-9,999","5000"
"3007","White","West","Masters","Female","100,000-149,999","125000"
"3008","White","Northeast","Secondary","Female","40,000- 49,999","45000"
"3009","White","Northeast","Primary","Male",NA,NA
"3010","Other","Midwest","Secondary","Female","100,000-149,999","125000"
"3011","White","West","Bachelors","Female","30,000-39,999","35000"
"3012","Black","South","Secondary","Male","10,000-19,999","10000"
"3013","Black","South","Primary","Male","40,000-59,999","55000"
"3014","White","Midwest","Secondary","Female","40,000-59,999","55000"
"3015","White","Midwest","Bachelors","Male","75,000-99,999","87500"
"3016","White","South","Bachelors","Female","40,000-59,999","55000"
"3017","White","South","Bachelors","Male","100,000-149,999","125000"
"3018","White","South","Secondary","Female","60,000-74,999","67500"
"3019","Black","South","Secondary","Female","1-9,999","5000"
"3020","White","Northeast","Secondary","Female","40,000-59,999","55000"
"3021","White","South","Bachelors","Male","60,000-74,999","67500"
"3022","White","Midwest","Professional","Female","100,000-149,999","125000"
"3023","Asian/Pacific Islander","West","Masters","Female","60,000-74,999","67500"
"3024","White","Midwest","Secondary","Male",NA,NA
"3025","White","South","Secondary","Female",NA,NA
"3026","White","West","Bachelors","Male","150,000 +","200000"
"3027","Other","South","Secondary","Male","60,000-74,999","67500"
"3028","White","South","Secondary","Female","60,000-74,999","67500"
"3029","White","South","Secondary","Female","150,000 +","200000"
"3030","White","Midwest","Bachelors","Male","40,000-59,999","55000"
"3031","Black","South","Secondary","Male","60,000-74,999","67500"
"3032","Black","Midwest","Bachelors","Female","75,000-99,999","87500"
"3033","White","Midwest","Secondary","Male","30,000-39,999","35000"
"3034","Hispanic","Midwest","Primary","Male",NA,NA
"3035","White","Midwest","Masters","Female","30,000-39,999","35000"
"3036","Hispanic","West","Primary","Female","40,000-59,999","55000"
"3037","White","Northeast","Professional","Male","150,000 +","200000"
"3038","Black","Midwest","Secondary","Male","1-9,999","5000"
"3039","Other","West","Primary","Male","10,000-19,999","10000"
"3040","Black","West","Secondary","Female","1-9,999","5000"
"3041","Black","South","Secondary","Male","150,000 +","200000"
"3042","White","West","Secondary","Female","75,000-99,999","87500"
"3043","Black","Midwest","Secondary","Male","30,000-39,999","35000"
"3044","Hispanic","South","Secondary","Male","40,000-59,999","55000"
"3045","White","Midwest","Bachelors","Female","100,000-149,999","125000"
"3046","White","South","Secondary","Female","30,000-39,999","35000"
"3047","White","South","Bachelors","Female","40,000-59,999","55000"
"3048","White","South","Secondary","Female","30,000-39,999","35000"
"3049","White","South","Secondary","Female","1-9,999","5000"
"3050","Black","South","Secondary","Female","20,000- 29,999","25000"
"3051","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3052","Hispanic","Midwest","Secondary","Female","10,000-19,999","10000"
"3053","Asian/Pacific Islander","Northeast","Bachelors","Female","30,000-39,999","35000"
"3054","White","South","Secondary","Female","150,000 +","200000"
"3055","White","South","Primary","Male","10,000-19,999","10000"
"3056","Black","West","Primary","Male","40,000-59,999","55000"
"3057","Other","West","Professional","Female","75,000-99,999","87500"
"3058","White","West","Secondary","Male","40,000-59,999","55000"
"3059","White","South","Bachelors","Male","150,000 +","200000"
"3060","White","Northeast","Bachelors","Female","75,000-99,999","87500"
"3061","White","Midwest","Secondary","Male","60,000-74,999","67500"
"3062","White","South","Secondary","Female","40,000-59,999","55000"
"3063","White","Northeast","Secondary","Female","30,000-39,999","35000"
"3064","White","Midwest","Secondary","Female","40,000-59,999","55000"
"3065","White","Midwest","Secondary","Male","40,000-59,999","55000"
"3066","White","West","Bachelors","Female","60,000-74,999","67500"
"3067","Hispanic","South","Professional","Female",NA,NA
"3068","Black","Midwest","Primary","Female","10,000-19,999","10000"
"3069","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3070",NA,"Northeast","Bachelors","Male",NA,NA
"3071","White","South","Secondary","Male","60,000-74,999","67500"
"3072","Other","South","Professional","Male","40,000-59,999","55000"
"3073","White","South","Secondary","Male","150,000 +","200000"
"3074","Hispanic","Northeast","Primary","Male","1-9,999","5000"
"3075","Hispanic","Northeast","Bachelors","Female","40,000-59,999","55000"
"3076","White","Midwest","Professional","Female","75,000-99,999","87500"
"3077","White","Northeast","Bachelors","Male","75,000-99,999","87500"
"3078","Black","South","Primary","Female","20,000- 29,999","25000"
"3079","White","Midwest","Secondary","Female",NA,NA
"3080","Black","Midwest","Secondary","Male","10,000-19,999","10000"
"3081","White","Northeast","Secondary","Male","10,000-19,999","10000"
"3082","White","Midwest","Secondary","Female","40,000- 49,999","45000"
"3083","White","South","Secondary","Female","150,000 +","200000"
"3084","Hispanic","South","Secondary","Male","10,000-19,999","10000"
"3085","White","West","Secondary","Male","150,000 +","200000"
"3086","White","South","Secondary","Female","30,000-39,999","35000"
"3087","White","Midwest","Bachelors","Male","150,000 +","200000"
"3088","White","West","Secondary","Male","100,000-149,999","125000"
"3089","White","South","Secondary","Male",NA,NA
"3090","White","South","Primary","Male","10,000-19,999","10000"
"3091","White","South","Masters","Male","150,000 +","200000"
"3092","Other","West","Secondary","Male","150,000 +","200000"
"3093","White","West","Bachelors","Female","100,000-149,999","125000"
"3094","White","Northeast","Bachelors","Female","60,000-74,999","67500"
"3095","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"3096","Black","South","Primary","Female","1-9,999","5000"
"3097","Black","West","Secondary","Female","20,000- 29,999","25000"
"3098","Hispanic","West","Secondary","Female","20,000- 29,999","25000"
"3099","White","South","Secondary","Male","30,000-39,999","35000"
"3100","White","Midwest","Secondary","Female","60,000-74,999","67500"
"3101","White","Northeast","Masters","Female","60,000-74,999","67500"
"3102","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3103","White","South","Secondary","Male",NA,NA
"3104","White","Midwest","Masters","Male","100,000-149,999","125000"
"3105","White","South","Bachelors","Male","75,000-99,999","87500"
"3106","White","South","Masters","Female","150,000 +","200000"
"3107","Asian/Pacific Islander","South","Masters","Male","10,000-19,999","10000"
"3108","Other","South","Bachelors","Female","100,000-149,999","125000"
"3109","Hispanic","Midwest","Secondary","Male","10,000-19,999","10000"
"3110","White","Midwest","Primary","Male","20,000- 29,999","25000"
"3111","Hispanic","South","Secondary","Male","100,000-149,999","125000"
"3112","White","South","Primary","Female","100,000-149,999","125000"
"3113","White","Midwest","Secondary","Male","60,000-74,999","67500"
"3114","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3115","Asian/Pacific Islander","West","Primary","Female","150,000 +","200000"
"3116","White","Northeast","Professional","Female","150,000 +","200000"
"3117","White","Midwest","Secondary","Female","20,000- 29,999","25000"
"3118","White","South","Secondary","Male",NA,NA
"3119","White","South","Bachelors","Female","100,000-149,999","125000"
"3120","Black","South","Secondary","Female","40,000-59,999","55000"
"3121","White","South","Masters","Female","150,000 +","200000"
"3122","Hispanic","West","Professional","Male","100,000-149,999","125000"
"3123","Black","South","Secondary","Male","1-9,999","5000"
"3124","Asian/Pacific Islander","South","Bachelors","Male","30,000-39,999","35000"
"3125","White","Midwest","Secondary","Female","60,000-74,999","67500"
"3126","White","South","Secondary","Male","60,000-74,999","67500"
"3127","Asian/Pacific Islander","West","Bachelors","Male","75,000-99,999","87500"
"3128","Hispanic","South","Secondary","Female",NA,NA
"3129","Black","South","Primary","Female","0","0"
"3130","White","Northeast","Professional","Female","60,000-74,999","67500"
"3131","White","Northeast","Masters","Male","20,000- 29,999","25000"
"3132","Other","West","Secondary","Female","40,000- 49,999","45000"
"3133","White","South","Masters","Female","60,000-74,999","67500"
"3134","White","South","Bachelors","Male","10,000-19,999","10000"
"3135","Hispanic","Midwest","Primary","Female","1-9,999","5000"
"3136","Other","South","Secondary","Female","60,000-74,999","67500"
"3137","White","South","Bachelors","Male","100,000-149,999","125000"
"3138","White","South","Bachelors","Male","30,000-39,999","35000"
"3139","White","West","Masters","Male","150,000 +","200000"
"3140","Black","South","Secondary","Male","150,000 +","200000"
"3141","Hispanic","West","Professional","Male","40,000-59,999","55000"
"3142","White","South","Primary","Male","100,000-149,999","125000"
"3143","Hispanic","South","Professional","Female","10,000-19,999","10000"
"3144","Black","South","Masters","Female","40,000- 49,999","45000"
"3145","Black","Midwest","Secondary","Male","100,000-149,999","125000"
"3146","White","Midwest","Professional","Female","150,000 +","200000"
"3147","White","South","Bachelors","Female","100,000-149,999","125000"
"3148","Hispanic","West","Secondary","Male","40,000-59,999","55000"
"3149","Black","South","Primary","Male","10,000-19,999","10000"
"3150","White","South","Masters","Male","100,000-149,999","125000"
"3151","Black","South","Secondary","Male","20,000- 29,999","25000"
"3152","White","West","Secondary","Male","40,000-59,999","55000"
"3153","White","Midwest","Masters","Female","150,000 +","200000"
"3154","White","Midwest","Secondary","Female","75,000-99,999","87500"
"3155","White","Northeast","Masters","Male","100,000-149,999","125000"
"3156","White","South","Masters","Female","150,000 +","200000"
"3157","White","Midwest","Secondary","Female","30,000-39,999","35000"
"3158","White","Midwest","Secondary","Female","100,000-149,999","125000"
"3159","White","Northeast","Secondary","Male","60,000-74,999","67500"
"3160","Hispanic","West","Primary","Female",NA,NA
"3161","White","South","Bachelors","Female",NA,NA
"3162","Hispanic","South","Secondary","Male","0","0"
"3163","Hispanic","South","Secondary","Female","75,000-99,999","87500"
"3164","White","Midwest","Secondary","Female","100,000-149,999","125000"
"3165","White","South","Primary","Male","60,000-74,999","67500"
"3166","Hispanic","Midwest","Masters","Female","60,000-74,999","67500"
"3167","White","Midwest","Professional","Male","30,000-39,999","35000"
"3168","White","South","Secondary","Female","20,000- 29,999","25000"
"3169","Hispanic","South","Secondary","Male","10,000-19,999","10000"
"3170","White","Midwest","Secondary","Female","60,000-74,999","67500"
"3171","Black","Northeast","Secondary","Female",NA,NA
"3172","White","Midwest","Secondary","Female","10,000-19,999","10000"
"3173","White","West","Secondary","Female","60,000-74,999","67500"
"3174","Asian/Pacific Islander","West","Bachelors","Male","150,000 +","200000"
"3175","White","South","Secondary","Male","40,000-59,999","55000"
"3176","White","Midwest","Secondary","Male","40,000- 49,999","45000"
"3177","Other","West","Bachelors","Female","100,000-149,999","125000"
"3178","White","Midwest","Secondary","Male","100,000-149,999","125000"
"3179","White","South","Professional","Male","1-9,999","5000"
"3180","White","Northeast","Secondary","Female","75,000-99,999","87500"
"3181","Hispanic","South","Bachelors","Female","20,000- 29,999","25000"
"3182","White","South","Bachelors","Female","100,000-149,999","125000"
"3183","Hispanic","South","Primary","Female","10,000-19,999","10000"
"3184","White","South","Primary","Male","20,000- 29,999","25000"
"3185","White","South","Primary","Male","20,000- 29,999","25000"
"3186","White","South","Bachelors","Female","75,000-99,999","87500"
"3187","Hispanic","Northeast","Professional","Female","30,000-39,999","35000"
"3188","White","Midwest","Professional","Male","100,000-149,999","125000"
"3189","Black","South","Primary","Male","1-9,999","5000"
"3190","Hispanic","South","Secondary","Male","150,000 +","200000"
"3191","White","South","Bachelors","Male","40,000- 49,999","45000"
"3192","Black","Northeast","Secondary","Female","1-9,999","5000"
"3193","White","Midwest","Bachelors","Male","100,000-149,999","125000"
"3194","White","Northeast","Secondary","Male","30,000-39,999","35000"
"3195","White","Midwest","Masters","Male","100,000-149,999","125000"
"3196","White","West","Professional","Female","40,000-59,999","55000"
"3197","White","Midwest","Secondary","Female","60,000-74,999","67500"
"3198","White","Northeast","Professional","Male","60,000-74,999","67500"
"3199","Asian/Pacific Islander","South","Secondary","Female","40,000-59,999","55000"
"3200","Asian/Pacific Islander","West","Bachelors","Male","75,000-99,999","87500"
"3201","White","South","Secondary","Male","150,000 +","200000"
"3202","White","South","Masters","Female","30,000-39,999","35000"
"3203","White","South","Secondary","Male","40,000- 49,999","45000"
"3204","White","Midwest","Bachelors","Female","150,000 +","200000"
"3205","White","South","Secondary","Male","20,000- 29,999","25000"
"3206","White","Midwest","Bachelors","Female","60,000-74,999","67500"
"3207","White","Midwest","Professional","Female",NA,NA
"3208","White","Northeast","Secondary","Female","40,000- 49,999","45000"
"3209","White","West","Masters","Female","100,000-149,999","125000"
